Region	Distance_to_Start	Sum_of_base_coverage	Count	Average_Read_Depth
promoter	681	5211887	141036	36.9543
promoter	682	5213595	141036	36.9664
promoter	683	5216381	141036	36.9862
promoter	684	5218221	141036	36.9992
promoter	685	5219942	141036	37.0114
promoter	686	5222554	141036	37.0299
promoter	687	5225030	141036	37.0475
promoter	688	5227610	141036	37.0658
promoter	689	5230882	141036	37.089
promoter	690	5233109	141036	37.1048
promoter	691	5234527	141036	37.1148
promoter	692	5236731	141036	37.1305
promoter	693	5237555	141036	37.1363
promoter	694	5237870	141036	37.1385
promoter	695	5240625	141036	37.1581
promoter	696	5242143	141036	37.1688
promoter	697	5243324	141036	37.1772
promoter	698	5245762	141036	37.1945
promoter	699	5247412	141036	37.2062
promoter	700	5249510	141036	37.2211
promoter	701	5252476	141036	37.2421
promoter	702	5253245	141036	37.2475
promoter	703	5255035	141036	37.2602
promoter	704	5256928	141036	37.2737
promoter	705	5259817	141036	37.2941
promoter	706	5261607	141036	37.3068
promoter	707	5262234	141036	37.3113
promoter	708	5263026	141036	37.3169
promoter	709	5265900	141036	37.3373
promoter	710	5267401	141036	37.3479
promoter	711	5268730	141036	37.3573
promoter	712	5270428	141036	37.3694
promoter	713	5271775	141036	37.3789
promoter	714	5273742	141036	37.3929
promoter	715	5275161	141036	37.4029
promoter	716	5275477	141036	37.4052
promoter	717	5277393	141036	37.4188
promoter	718	5279692	141036	37.4351
promoter	719	5282240	141036	37.4531
promoter	720	5285100	141036	37.4734
promoter	721	5288194	141036	37.4953
promoter	722	5290287	141036	37.5102
promoter	723	5292540	141036	37.5262
promoter	724	5294472	141036	37.5399
promoter	725	5297707	141036	37.5628
promoter	726	5298802	141036	37.5706
promoter	727	5300459	141036	37.5823
promoter	728	5300447	141036	37.5822
promoter	729	5301617	141036	37.5905
promoter	730	5302189	141036	37.5946
promoter	731	5304722	141036	37.6125
promoter	732	5303512	141036	37.604
promoter	733	5306007	141036	37.6216
promoter	734	5307940	141036	37.6354
promoter	735	5311362	141036	37.6596
promoter	736	5313290	141036	37.6733
promoter	737	5313122	141036	37.6721
promoter	738	5314850	141036	37.6844
promoter	739	5315855	141036	37.6915
promoter	740	5317622	141036	37.704
promoter	741	5320302	141036	37.723
promoter	742	5322193	141036	37.7364
promoter	743	5322703	141036	37.74
promoter	744	5324881	141036	37.7555
promoter	745	5326066	141036	37.7639
promoter	746	5328034	141036	37.7778
promoter	747	5328552	141036	37.7815
promoter	748	5328059	141036	37.778
promoter	749	5328471	141036	37.7809
promoter	750	5329587	141036	37.7888
promoter	751	5330109	141036	37.7925
promoter	752	5330237	141036	37.7934
promoter	753	5331037	141036	37.7991
promoter	754	5330221	141036	37.7933
promoter	755	5331362	141036	37.8014
promoter	756	5333811	141036	37.8188
promoter	757	5336129	141036	37.8352
promoter	758	5337237	141036	37.8431
promoter	759	5337001	141036	37.8414
promoter	760	5338514	141036	37.8521
promoter	761	5339063	141036	37.856
promoter	762	5339709	141036	37.8606
promoter	763	5341242	141036	37.8715
promoter	764	5343426	141036	37.887
promoter	765	5343038	141036	37.8842
promoter	766	5343093	141036	37.8846
promoter	767	5343461	141036	37.8872
promoter	768	5344531	141036	37.8948
promoter	769	5346018	141036	37.9053
promoter	770	5345575	141036	37.9022
promoter	771	5345061	141036	37.8986
promoter	772	5346812	141036	37.911
promoter	773	5347588	141036	37.9165
promoter	774	5349103	141036	37.9272
promoter	775	5414911	141036	38.3938
promoter	776	5418091	141036	38.4164
promoter	777	5424350	141036	38.4607
promoter	778	5425664	141036	38.4701
promoter	779	5426224	141036	38.474
promoter	780	5428185	141036	38.4879
promoter	781	5432780	141036	38.5205
promoter	782	5434684	141036	38.534
promoter	783	5436098	141036	38.544
promoter	784	5438329	141036	38.5599
promoter	785	5441070	141036	38.5793
promoter	786	5443276	141036	38.5949
promoter	787	5444160	141036	38.6012
promoter	788	5447566	141036	38.6254
promoter	789	5448880	141036	38.6347
promoter	790	5450904	141036	38.649
promoter	791	5453981	141036	38.6708
promoter	792	5457455	141036	38.6955
promoter	793	5460251	141036	38.7153
promoter	794	5463831	141036	38.7407
promoter	795	5464560	141036	38.7459
promoter	796	5466851	141036	38.7621
promoter	797	5468981	141036	38.7772
promoter	798	5469048	141036	38.7777
promoter	799	5469386	141036	38.7801
promoter	800	5470935	141036	38.7911
promoter	801	5471692	141036	38.7964
promoter	802	5472660	141036	38.8033
promoter	803	5474756	141036	38.8181
promoter	804	5476222	141036	38.8285
promoter	805	5477222	141036	38.8356
promoter	806	5479448	141036	38.8514
promoter	807	5482333	141036	38.8719
promoter	808	5484949	141036	38.8904
promoter	809	5486110	141036	38.8986
promoter	810	5489157	141036	38.9203
promoter	811	5491764	141036	38.9387
promoter	812	5492993	141036	38.9475
promoter	813	5493399	141036	38.9503
promoter	814	5491576	141036	38.9374
promoter	815	5492500	141036	38.944
promoter	816	5493742	141036	38.9528
promoter	817	5495185	141036	38.963
promoter	818	5496914	141036	38.9753
promoter	819	5497950	141036	38.9826
promoter	820	5499550	141036	38.9939
promoter	821	5501818	141036	39.01
promoter	822	5502931	141036	39.0179
promoter	823	5505790	141036	39.0382
promoter	824	5506579	141036	39.0438
promoter	825	5506749	141036	39.045
promoter	826	5507683	141036	39.0516
promoter	827	5506464	141036	39.043
promoter	828	5506934	141036	39.0463
promoter	829	5507004	141036	39.0468
promoter	830	5506258	141036	39.0415
promoter	831	5505893	141036	39.0389
promoter	832	5508182	141036	39.0551
promoter	833	5509417	141036	39.0639
promoter	834	5510807	141036	39.0738
promoter	835	5509659	141036	39.0656
promoter	836	5510143	141036	39.0691
promoter	837	5510468	141036	39.0714
promoter	838	5509043	141036	39.0613
promoter	839	5507572	141036	39.0508
promoter	840	5507406	141036	39.0496
promoter	841	5507514	141036	39.0504
promoter	842	5507629	141036	39.0512
promoter	843	5510246	141036	39.0698
promoter	844	5511023	141036	39.0753
promoter	845	5511092	141036	39.0758
promoter	846	5512221	141036	39.0838
promoter	847	5513993	141036	39.0964
promoter	848	5512076	141036	39.0828
promoter	849	5514658	141036	39.1011
promoter	850	5515837	141036	39.1094
promoter	851	5516254	141036	39.1124
promoter	852	5518156	141036	39.1259
promoter	853	5519254	141036	39.1337
promoter	854	5522660	141036	39.1578
promoter	855	5523179	141036	39.1615
promoter	856	5520454	141036	39.1422
promoter	857	5520526	141036	39.1427
promoter	858	5520153	141036	39.14
promoter	859	5520090	141036	39.1396
promoter	860	5520587	141036	39.1431
promoter	861	5518843	141036	39.1307
promoter	862	5520849	141036	39.145
promoter	863	5521493	141036	39.1495
promoter	864	5522728	141036	39.1583
promoter	865	5523864	141036	39.1663
promoter	866	5519813	141036	39.1376
promoter	867	5523677	141036	39.165
promoter	868	5523939	141036	39.1669
promoter	869	5526720	141036	39.1866
promoter	870	5532970	141036	39.2309
promoter	871	5535807	141036	39.251
promoter	872	5538839	141036	39.2725
promoter	873	5544044	141036	39.3094
promoter	874	5617163	141036	39.8279
promoter	875	5582164	141036	39.5797
promoter	876	5581992	141036	39.5785
promoter	877	5580841	141036	39.5703
promoter	878	5580372	141036	39.567
promoter	879	5581305	141036	39.5736
promoter	880	5582248	141036	39.5803
promoter	881	5582494	141036	39.582
promoter	882	5584123	141036	39.5936
promoter	883	5585601	141036	39.6041
promoter	884	5585460	141036	39.6031
promoter	885	5586913	141036	39.6134
promoter	886	5586245	141036	39.6086
promoter	887	5587858	141036	39.6201
promoter	888	5588402	141036	39.6239
promoter	889	5590297	141036	39.6374
promoter	890	5591870	141036	39.6485
promoter	891	5592253	141036	39.6512
promoter	892	5593301	141036	39.6587
promoter	893	5595913	141036	39.6772
promoter	894	5596312	141036	39.68
promoter	895	5597225	141036	39.6865
promoter	896	5595969	141036	39.6776
promoter	897	5596311	141036	39.68
promoter	898	5598058	141036	39.6924
promoter	899	5599648	141036	39.7037
promoter	900	5601617	141036	39.7176
promoter	901	5606102	141036	39.7494
promoter	902	5608308	141036	39.7651
promoter	903	5608349	141036	39.7654
promoter	904	5609363	141036	39.7726
promoter	905	5608592	141036	39.7671
promoter	906	5609315	141036	39.7722
promoter	907	5612474	141036	39.7946
promoter	908	5614290	141036	39.8075
promoter	909	5617098	141036	39.8274
promoter	910	5616104	141036	39.8204
promoter	911	5616388	141036	39.8224
promoter	912	5616859	141036	39.8257
promoter	913	5616200	141036	39.821
promoter	914	5616495	141036	39.8231
promoter	915	5616071	141036	39.8201
promoter	916	5617156	141036	39.8278
promoter	917	5618422	141036	39.8368
promoter	918	5619493	141036	39.8444
promoter	919	5621266	141036	39.857
promoter	920	5622420	141036	39.8651
promoter	921	5622289	141036	39.8642
promoter	922	5624083	141036	39.8769
promoter	923	5623448	141036	39.8724
promoter	924	5625778	141036	39.889
promoter	925	5628245	141036	39.9064
promoter	926	5627536	141036	39.9014
promoter	927	5628871	141036	39.9109
promoter	928	5630011	141036	39.919
promoter	929	5629935	141036	39.9184
promoter	930	5631280	141036	39.928
promoter	931	5631611	141036	39.9303
promoter	932	5631101	141036	39.9267
promoter	933	5631189	141036	39.9273
promoter	934	5628247	141036	39.9065
promoter	935	5627750	141036	39.9029
promoter	936	5629185	141036	39.9131
promoter	937	5629355	141036	39.9143
promoter	938	5630165	141036	39.9201
promoter	939	5632800	141036	39.9387
promoter	940	5633785	141036	39.9457
promoter	941	5635503	141036	39.9579
promoter	942	5637369	141036	39.9711
promoter	943	5636961	141036	39.9682
promoter	944	5639123	141036	39.9836
promoter	945	5642515	141036	40.0076
promoter	946	5644574	141036	40.0222
promoter	947	5645934	141036	40.0319
promoter	948	5647547	141036	40.0433
promoter	949	5648309	141036	40.0487
promoter	950	5649556	141036	40.0575
promoter	951	5650696	141036	40.0656
promoter	952	5652285	141036	40.0769
promoter	953	5654561	141036	40.093
promoter	954	5655564	141036	40.1001
promoter	955	5658123	141036	40.1183
promoter	956	5659661	141036	40.1292
promoter	957	5660356	141036	40.1341
promoter	958	5662010	141036	40.1458
promoter	959	5662851	141036	40.1518
promoter	960	5663964	141036	40.1597
promoter	961	5663512	141036	40.1565
promoter	962	5663444	141036	40.156
promoter	963	5664110	141036	40.1607
promoter	964	5664797	141036	40.1656
promoter	965	5665116	141036	40.1679
promoter	966	5665394	141036	40.1698
promoter	967	5664959	141036	40.1668
promoter	968	5664381	141036	40.1627
promoter	969	5663615	141036	40.1572
promoter	970	5660839	141036	40.1375
promoter	971	5660967	141036	40.1385
promoter	972	5658276	141036	40.1194
promoter	973	5656834	141036	40.1091
promoter	974	5582586	141036	39.5827
promoter	975	5584172	141036	39.5939
promoter	976	5585284	141036	39.6018
promoter	977	5587251	141036	39.6158
promoter	978	5588147	141036	39.6221
promoter	979	5589667	141036	39.6329
promoter	980	5589356	141036	39.6307
promoter	981	5588653	141036	39.6257
promoter	982	5588452	141036	39.6243
promoter	983	5588047	141036	39.6214
promoter	984	5588686	141036	39.626
promoter	985	5588197	141036	39.6225
promoter	986	5589863	141036	39.6343
promoter	987	5590433	141036	39.6383
promoter	988	5592336	141036	39.6518
promoter	989	5593136	141036	39.6575
promoter	990	5593730	141036	39.6617
promoter	991	5595099	141036	39.6714
promoter	992	5595645	141036	39.6753
promoter	993	5594787	141036	39.6692
promoter	994	5595691	141036	39.6756
promoter	995	5595096	141036	39.6714
promoter	996	5596322	141036	39.6801
promoter	997	5598148	141036	39.693
promoter	998	5597779	141036	39.6904
promoter	999	5599024	141036	39.6993
promoter	1000	5599936	141036	39.7057
promoter	1001	5599842	141036	39.7051
promoter	1002	5601060	141036	39.7137
promoter	1003	5601585	141036	39.7174
promoter	1004	5600562	141036	39.7102
promoter	1005	5602933	141036	39.727
promoter	1006	5603812	141036	39.7332
promoter	1007	5602995	141036	39.7274
promoter	1008	5604354	141036	39.737
promoter	1009	5604512	141036	39.7382
promoter	1010	5605464	141036	39.7449
promoter	1011	5606258	141036	39.7505
promoter	1012	5606409	141036	39.7516
promoter	1013	5608305	141036	39.7651
promoter	1014	5609736	141036	39.7752
promoter	1015	5612661	141036	39.7959
promoter	1016	5612618	141036	39.7956
promoter	1017	5613403	141036	39.8012
promoter	1018	5615649	141036	39.8171
promoter	1019	5615049	141036	39.8129
promoter	1020	5615431	141036	39.8156
promoter	1021	5615173	141036	39.8138
promoter	1022	5614381	141036	39.8081
promoter	1023	5615573	141036	39.8166
promoter	1024	5615933	141036	39.8191
promoter	1025	5616179	141036	39.8209
promoter	1026	5618013	141036	39.8339
promoter	1027	5619073	141036	39.8414
promoter	1028	5620030	141036	39.8482
promoter	1029	5620124	141036	39.8489
promoter	1030	5620985	141036	39.855
promoter	1031	5622496	141036	39.8657
promoter	1032	5623187	141036	39.8706
promoter	1033	5623470	141036	39.8726
promoter	1034	5625466	141036	39.8867
promoter	1035	5627057	141036	39.898
promoter	1036	5628571	141036	39.9088
promoter	1037	5627737	141036	39.9028
promoter	1038	5628873	141036	39.9109
promoter	1039	5628968	141036	39.9116
promoter	1040	5630942	141036	39.9256
promoter	1041	5631491	141036	39.9295
promoter	1042	5632603	141036	39.9373
promoter	1043	5634346	141036	39.9497
promoter	1044	5636843	141036	39.9674
promoter	1045	5638759	141036	39.981
promoter	1046	5640488	141036	39.9932
promoter	1047	5642585	141036	40.0081
promoter	1048	5643593	141036	40.0153
promoter	1049	5644919	141036	40.0247
promoter	1050	5646889	141036	40.0386
promoter	1051	5648210	141036	40.048
promoter	1052	5649836	141036	40.0595
promoter	1053	5650135	141036	40.0617
promoter	1054	5651282	141036	40.0698
promoter	1055	5652406	141036	40.0778
promoter	1056	5653639	141036	40.0865
promoter	1057	5655133	141036	40.0971
promoter	1058	5654439	141036	40.0922
promoter	1059	5655943	141036	40.1028
promoter	1060	5656444	141036	40.1064
promoter	1061	5658822	141036	40.1232
promoter	1062	5659325	141036	40.1268
promoter	1063	5659895	141036	40.1309
promoter	1064	5658851	141036	40.1235
promoter	1065	5659644	141036	40.1291
promoter	1066	5658224	141036	40.119
promoter	1067	5658954	141036	40.1242
promoter	1068	5661896	141036	40.145
promoter	1069	5662987	141036	40.1528
promoter	1070	5663140	141036	40.1539
promoter	1071	5664594	141036	40.1642
promoter	1072	5665068	141036	40.1675
promoter	1073	5666643	141036	40.1787
promoter	1074	5667555	141036	40.1852
promoter	1075	5667687	141036	40.1861
promoter	1076	5666414	141036	40.1771
promoter	1077	5665327	141036	40.1694
promoter	1078	5667208	141036	40.1827
promoter	1079	5667042	141036	40.1815
promoter	1080	5668296	141036	40.1904
promoter	1081	5669538	141036	40.1992
promoter	1082	5671313	141036	40.2118
promoter	1083	5672609	141036	40.221
promoter	1084	5672619	141036	40.2211
promoter	1085	5672842	141036	40.2227
promoter	1086	5674542	141036	40.2347
promoter	1087	5675048	141036	40.2383
promoter	1088	5673983	141036	40.2307
promoter	1089	5673915	141036	40.2303
promoter	1090	5674816	141036	40.2366
promoter	1091	5674128	141036	40.2318
promoter	1092	5674349	141036	40.2333
promoter	1093	5675607	141036	40.2423
promoter	1094	5674979	141036	40.2378
promoter	1095	5673211	141036	40.2253
promoter	1096	5672504	141036	40.2203
promoter	1097	5673459	141036	40.227
promoter	1098	5675628	141036	40.2424
promoter	1099	5676267	141036	40.2469
promoter	1100	5678090	141036	40.2599
promoter	1101	5679847	141036	40.2723
promoter	1102	5681761	141036	40.2859
promoter	1103	5683184	141036	40.296
promoter	1104	5687626	141036	40.3275
promoter	1105	5690002	141036	40.3443
promoter	1106	5691248	141036	40.3532
promoter	1107	5693037	141036	40.3658
promoter	1108	5696043	141036	40.3872
promoter	1109	5696831	141036	40.3927
promoter	1110	5698395	141036	40.4038
promoter	1111	5700984	141036	40.4222
promoter	1112	5702425	141036	40.4324
promoter	1113	5703870	141036	40.4427
promoter	1114	5707159	141036	40.466
promoter	1115	5707738	141036	40.4701
promoter	1116	5709157	141036	40.4801
promoter	1117	5710610	141036	40.4904
promoter	1118	5710890	141036	40.4924
promoter	1119	5712103	141036	40.501
promoter	1120	5711286	141036	40.4952
promoter	1121	5712443	141036	40.5034
promoter	1122	5713162	141036	40.5085
promoter	1123	5713290	141036	40.5094
promoter	1124	5714487	141036	40.5179
promoter	1125	5717154	141036	40.5368
promoter	1126	5719868	141036	40.5561
promoter	1127	5721539	141036	40.5679
promoter	1128	5722859	141036	40.5773
promoter	1129	5724352	141036	40.5879
promoter	1130	5727191	141036	40.608
promoter	1131	5728609	141036	40.6181
promoter	1132	5729262	141036	40.6227
promoter	1133	5731542	141036	40.6389
promoter	1134	5735038	141036	40.6636
promoter	1135	5737109	141036	40.6783
promoter	1136	5739515	141036	40.6954
promoter	1137	5742796	141036	40.7187
promoter	1138	5745423	141036	40.7373
promoter	1139	5747874	141036	40.7547
promoter	1140	5749477	141036	40.766
promoter	1141	5752749	141036	40.7892
promoter	1142	5754937	141036	40.8047
promoter	1143	5757237	141036	40.821
promoter	1144	5759128	141036	40.8345
promoter	1145	5760050	141036	40.841
promoter	1146	5761072	141036	40.8482
promoter	1147	5761893	141036	40.8541
promoter	1148	5763176	141036	40.8632
promoter	1149	5764466	141036	40.8723
promoter	1150	5766863	141036	40.8893
promoter	1151	5768107	141036	40.8981
promoter	1152	5769097	141036	40.9051
promoter	1153	5769277	141036	40.9064
promoter	1154	5770882	141036	40.9178
promoter	1155	5770720	141036	40.9166
promoter	1156	5770209	141036	40.913
promoter	1157	5771368	141036	40.9212
promoter	1158	5773320	141036	40.9351
promoter	1159	5773468	141036	40.9361
promoter	1160	5775292	141036	40.9491
promoter	1161	5776188	141036	40.9554
promoter	1162	5777379	141036	40.9639
promoter	1163	5776276	141036	40.956
promoter	1164	5778446	141036	40.9714
promoter	1165	5777910	141036	40.9676
promoter	1166	5780293	141036	40.9845
promoter	1167	5780182	141036	40.9837
promoter	1168	5783571	141036	41.0078
promoter	1169	5786765	141036	41.0304
promoter	1170	5789583	141036	41.0504
promoter	1171	5790108	141036	41.0541
promoter	1172	5792890	141036	41.0738
promoter	1173	5794389	141036	41.0845
promoter	1174	5795483	141036	41.0922
promoter	1175	5796335	141036	41.0983
promoter	1176	5799963	141036	41.124
promoter	1177	5802714	141036	41.1435
promoter	1178	5802192	141036	41.1398
promoter	1179	5803277	141036	41.1475
promoter	1180	5804109	141036	41.1534
promoter	1181	5806239	141036	41.1685
promoter	1182	5806500	141036	41.1703
promoter	1183	5807653	141036	41.1785
promoter	1184	5809531	141036	41.1918
promoter	1185	5811515	141036	41.2059
promoter	1186	5812855	141036	41.2154
promoter	1187	5815218	141036	41.2322
promoter	1188	5816886	141036	41.244
promoter	1189	5818304	141036	41.254
promoter	1190	5818855	141036	41.2579
promoter	1191	5819524	141036	41.2627
promoter	1192	5820829	141036	41.2719
promoter	1193	5820006	141036	41.2661
promoter	1194	5821601	141036	41.2774
promoter	1195	5822983	141036	41.2872
promoter	1196	5822909	141036	41.2867
promoter	1197	5822883	141036	41.2865
promoter	1198	5823263	141036	41.2892
promoter	1199	5822317	141036	41.2825
promoter	1200	5822340	141036	41.2827
promoter	1201	5823269	141036	41.2892
promoter	1202	5823506	141036	41.2909
promoter	1203	5826794	141036	41.3142
promoter	1204	5828670	141036	41.3275
promoter	1205	5828760	141036	41.3282
promoter	1206	5831640	141036	41.3486
promoter	1207	5832710	141036	41.3562
promoter	1208	5832745	141036	41.3564
promoter	1209	5833540	141036	41.3621
promoter	1210	5832720	141036	41.3562
promoter	1211	5833867	141036	41.3644
promoter	1212	5835105	141036	41.3732
promoter	1213	5836219	141036	41.3811
promoter	1214	5836092	141036	41.3802
promoter	1215	5837091	141036	41.3872
promoter	1216	5837527	141036	41.3903
promoter	1217	5837166	141036	41.3878
promoter	1218	5838611	141036	41.398
promoter	1219	5839470	141036	41.4041
promoter	1220	5840881	141036	41.4141
promoter	1221	5841326	141036	41.4173
promoter	1222	5841829	141036	41.4208
promoter	1223	5843552	141036	41.4331
promoter	1224	5846736	141036	41.4556
promoter	1225	5847649	141036	41.4621
promoter	1226	5847543	141036	41.4614
promoter	1227	5850399	141036	41.4816
promoter	1228	5853745	141036	41.5053
promoter	1229	5855681	141036	41.5191
promoter	1230	5855797	141036	41.5199
promoter	1231	5857706	141036	41.5334
promoter	1232	5858769	141036	41.5409
promoter	1233	5860324	141036	41.552
promoter	1234	5860697	141036	41.5546
promoter	1235	5862645	141036	41.5684
promoter	1236	5864031	141036	41.5783
promoter	1237	5865203	141036	41.5866
promoter	1238	5866115	141036	41.593
promoter	1239	5868091	141036	41.607
promoter	1240	5870091	141036	41.6212
promoter	1241	5871283	141036	41.6297
promoter	1242	5871153	141036	41.6288
promoter	1243	5873769	141036	41.6473
promoter	1244	5874699	141036	41.6539
promoter	1245	5875254	141036	41.6578
promoter	1246	5876582	141036	41.6672
promoter	1247	5878227	141036	41.6789
promoter	1248	5879402	141036	41.6872
promoter	1249	5880584	141036	41.6956
promoter	1250	5881781	141036	41.7041
promoter	1251	5883211	141036	41.7143
promoter	1252	5885735	141036	41.7321
promoter	1253	5887268	141036	41.743
promoter	1254	5888269	141036	41.7501
promoter	1255	5890563	141036	41.7664
promoter	1256	5893040	141036	41.7839
promoter	1257	5893822	141036	41.7895
promoter	1258	5893846	141036	41.7897
promoter	1259	5896201	141036	41.8064
promoter	1260	5899353	141036	41.8287
promoter	1261	5901664	141036	41.8451
promoter	1262	5903593	141036	41.8588
promoter	1263	5906530	141036	41.8796
promoter	1264	5908106	141036	41.8908
promoter	1265	5909403	141036	41.9
promoter	1266	5910488	141036	41.9077
promoter	1267	5912626	141036	41.9228
promoter	1268	5912426	141036	41.9214
promoter	1269	5912652	141036	41.923
promoter	1270	5913880	141036	41.9317
promoter	1271	5914722	141036	41.9377
promoter	1272	5915489	141036	41.9431
promoter	1273	5916363	141036	41.9493
promoter	1274	5918067	141036	41.9614
promoter	1275	5918403	141036	41.9638
promoter	1276	5918340	141036	41.9633
promoter	1277	5919766	141036	41.9734
promoter	1278	5921838	141036	41.9881
promoter	1279	5920965	141036	41.9819
promoter	1280	5922666	141036	41.994
promoter	1281	5925228	141036	42.0122
promoter	1282	5927593	141036	42.0289
promoter	1283	5927911	141036	42.0312
promoter	1284	5929534	141036	42.0427
promoter	1285	5929673	141036	42.0437
promoter	1286	5931555	141036	42.057
promoter	1287	5932663	141036	42.0649
promoter	1288	5933422	141036	42.0703
promoter	1289	5933913	141036	42.0737
promoter	1290	5933520	141036	42.071
promoter	1291	5933480	141036	42.0707
promoter	1292	5932276	141036	42.0621
promoter	1293	5932486	141036	42.0636
promoter	1294	5932997	141036	42.0673
promoter	1295	5934236	141036	42.076
promoter	1296	5934672	141036	42.0791
promoter	1297	5935669	141036	42.0862
promoter	1298	5936176	141036	42.0898
promoter	1299	5937088	141036	42.0963
promoter	1300	5938640	141036	42.1073
promoter	1301	5939569	141036	42.1139
promoter	1302	5940572	141036	42.121
promoter	1303	5939944	141036	42.1165
promoter	1304	5941117	141036	42.1248
promoter	1305	5942576	141036	42.1352
promoter	1306	5942772	141036	42.1366
promoter	1307	5944872	141036	42.1515
promoter	1308	5947652	141036	42.1712
promoter	1309	5950493	141036	42.1913
promoter	1310	5953772	141036	42.2146
promoter	1311	5954838	141036	42.2221
promoter	1312	5956260	141036	42.2322
promoter	1313	5959718	141036	42.2567
promoter	1314	5961776	141036	42.2713
promoter	1315	5964076	141036	42.2876
promoter	1316	5966177	141036	42.3025
promoter	1317	5969433	141036	42.3256
promoter	1318	5969984	141036	42.3295
promoter	1319	5971835	141036	42.3426
promoter	1320	5972477	141036	42.3472
promoter	1321	5974384	141036	42.3607
promoter	1322	5976798	141036	42.3778
promoter	1323	5978544	141036	42.3902
promoter	1324	5979660	141036	42.3981
promoter	1325	5980242	141036	42.4022
promoter	1326	5980272	141036	42.4025
promoter	1327	5980370	141036	42.4031
promoter	1328	5980383	141036	42.4032
promoter	1329	5981019	141036	42.4077
promoter	1330	5982269	141036	42.4166
promoter	1331	5983432	141036	42.4249
promoter	1332	5985808	141036	42.4417
promoter	1333	5986571	141036	42.4471
promoter	1334	5988619	141036	42.4616
promoter	1335	5989364	141036	42.4669
promoter	1336	5987942	141036	42.4568
promoter	1337	5986758	141036	42.4484
promoter	1338	5987266	141036	42.452
promoter	1339	5987450	141036	42.4533
promoter	1340	5987277	141036	42.4521
promoter	1341	5987715	141036	42.4552
promoter	1342	5988904	141036	42.4637
promoter	1343	5987319	141036	42.4524
promoter	1344	5987257	141036	42.452
promoter	1345	5988194	141036	42.4586
promoter	1346	5989770	141036	42.4698
promoter	1347	5991283	141036	42.4805
promoter	1348	5991009	141036	42.4786
promoter	1349	5990246	141036	42.4732
promoter	1350	5991095	141036	42.4792
promoter	1351	5990368	141036	42.474
promoter	1352	5990383	141036	42.4741
promoter	1353	5989944	141036	42.471
promoter	1354	5990956	141036	42.4782
promoter	1355	5991796	141036	42.4842
promoter	1356	5992179	141036	42.4869
promoter	1357	5993542	141036	42.4965
promoter	1358	5993830	141036	42.4986
promoter	1359	5995542	141036	42.5107
promoter	1360	5996036	141036	42.5142
promoter	1361	5998278	141036	42.5301
promoter	1362	6000605	141036	42.5466
promoter	1363	6000336	141036	42.5447
promoter	1364	6000382	141036	42.545
promoter	1365	6002945	141036	42.5632
promoter	1366	6003379	141036	42.5663
promoter	1367	6003540	141036	42.5674
promoter	1368	6003252	141036	42.5654
promoter	1369	6002981	141036	42.5635
promoter	1370	6003018	141036	42.5637
promoter	1371	6001994	141036	42.5565
promoter	1372	6002259	141036	42.5583
promoter	1373	6001924	141036	42.556
promoter	1374	6001319	141036	42.5517
promoter	1375	6001043	141036	42.5497
promoter	1376	6001030	141036	42.5496
promoter	1377	6001201	141036	42.5508
promoter	1378	6000040	141036	42.5426
promoter	1379	5998930	141036	42.5347
promoter	1380	5998561	141036	42.5321
promoter	1381	5996799	141036	42.5196
promoter	1382	5996486	141036	42.5174
promoter	1383	5996863	141036	42.5201
promoter	1384	5996973	141036	42.5209
promoter	1385	5997279	141036	42.523
promoter	1386	5996618	141036	42.5183
promoter	1387	5995386	141036	42.5096
promoter	1388	5994599	141036	42.504
promoter	1389	5993697	141036	42.4976
promoter	1390	5993938	141036	42.4993
promoter	1391	5994337	141036	42.5022
promoter	1392	5995811	141036	42.5126
promoter	1393	5997064	141036	42.5215
promoter	1394	5996750	141036	42.5193
promoter	1395	5995938	141036	42.5135
promoter	1396	5995969	141036	42.5137
promoter	1397	5996190	141036	42.5153
promoter	1398	5997123	141036	42.5219
promoter	1399	5998498	141036	42.5317
promoter	1400	5999446	141036	42.5384
promoter	1401	5998859	141036	42.5342
promoter	1402	5999226	141036	42.5368
promoter	1403	5999975	141036	42.5422
promoter	1404	5999257	141036	42.5371
promoter	1405	5997879	141036	42.5273
promoter	1406	5999685	141036	42.5401
promoter	1407	6001286	141036	42.5514
promoter	1408	6000616	141036	42.5467
promoter	1409	6000861	141036	42.5484
promoter	1410	6001913	141036	42.5559
promoter	1411	6002404	141036	42.5594
promoter	1412	6001350	141036	42.5519
promoter	1413	6000788	141036	42.5479
promoter	1414	6001683	141036	42.5543
promoter	1415	6001987	141036	42.5564
promoter	1416	6001270	141036	42.5513
promoter	1417	6001962	141036	42.5562
promoter	1418	6002010	141036	42.5566
promoter	1419	6000746	141036	42.5476
promoter	1420	5999528	141036	42.539
promoter	1421	5999415	141036	42.5382
promoter	1422	5999834	141036	42.5412
promoter	1423	6000164	141036	42.5435
promoter	1424	5999535	141036	42.539
promoter	1425	5998832	141036	42.534
promoter	1426	5998258	141036	42.53
promoter	1427	6000731	141036	42.5475
promoter	1428	5999381	141036	42.5379
promoter	1429	5997902	141036	42.5275
promoter	1430	5995532	141036	42.5106
promoter	1431	5994544	141036	42.5036
promoter	1432	5993724	141036	42.4978
promoter	1433	5993001	141036	42.4927
promoter	1434	5991941	141036	42.4852
promoter	1435	5991272	141036	42.4804
